# Biomass Compilation of Herbaceous Systems
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/291
# The newest version of the data https://lter.kbs.msu.edu/datatables/291.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/22.eml
#
# 
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Year		sample year
# Campaign		sampling campaign
# Date		date the sample was collected
# Treatment		treatment of the sampled plot
# Replicate		replicate of the sampled plot
# Station		sampling station within the plot
# Species		species collected
# Fraction		plant fraction collected (WHOLE, SEED, VEG)
# Biomass_g	gramsPerSquareMeter	measured biomass in grams per meter squared
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#2023-08-08 Changed campaigns of non-crop biomass from Harvest to Peak Biomass as non-crops were never harvested.
#
Year,Campaign,Date,Treatment,Replicate,Station,Species,Fraction,Biomass_g
2022,Peak Biomass,2022-09-21,T6,R1,S5,Erigeron annuus (L.) Pers.,WHOLE,0.23
2022,Peak Biomass,2022-09-21,T6,R1,S5,Panicum virgatum L.,WHOLE,802.25
2022,Peak Biomass,2022-09-21,T6,R1,S5,Phleum pratense L.,WHOLE,0.67
2022,Peak Biomass,2022-09-21,T6,R1,S5,Trifolium repens L.,WHOLE,3.47
2022,Peak Biomass,2022-09-21,T6,R1,S5,Unknown dicot (*),WHOLE,0.02
2022,Peak Biomass,2022-09-21,T6,R1,S5,Unknown grass,WHOLE,0.48
2022,Peak Biomass,2022-09-21,T6,R1,S5,UnSorted,WHOLE,24.68
2022,Peak Biomass,2022-09-21,T6,R1,S5,Veronica sp.,WHOLE,0.04
2022,Peak Biomass,2022-09-21,T6,R2,S1,Aster pilosus Willd.,WHOLE,0.1
2022,Peak Biomass,2022-09-21,T6,R2,S1,Aster sagittifolius,WHOLE,1.85
2022,Peak Biomass,2022-09-21,T6,R2,S1,Conyza canadensis (L.) Cronq.,WHOLE,0.11
2022,Peak Biomass,2022-09-21,T6,R2,S1,Erigeron annuus (L.) Pers.,WHOLE,40.41
2022,Peak Biomass,2022-09-21,T6,R2,S1,Panicum virgatum L.,WHOLE,1257.5900000000001
2022,Peak Biomass,2022-09-21,T6,R2,S1,Ranunculus abortivus L.,WHOLE,0.06
2022,Peak Biomass,2022-09-21,T6,R2,S1,UnSorted,WHOLE,25.29
2022,Peak Biomass,2022-09-21,T6,R2,S2,Achillea millefolium L.,WHOLE,6.01
2022,Peak Biomass,2022-09-21,T6,R2,S4,Panicum virgatum L.,WHOLE,1243.6399999999999
2022,Peak Biomass,2022-09-21,T6,R2,S4,Juncus tenuis Willd.,WHOLE,3.85
2022,Peak Biomass,2022-09-21,T6,R2,S4,Erigeron annuus (L.) Pers.,WHOLE,3.29
2022,Peak Biomass,2022-09-21,T6,R2,S3,UnSorted,WHOLE,25.7
2022,Peak Biomass,2022-09-21,T6,R2,S3,Unknown dicot (*),WHOLE,1.08
2022,Peak Biomass,2022-09-21,T6,R2,S3,Panicum virgatum L.,WHOLE,1316.12
2022,Peak Biomass,2022-09-21,T6,R2,S3,Desmodium sp.,WHOLE,0.01
2022,Peak Biomass,2022-09-21,T6,R2,S3,Conyza canadensis (L.) Cronq.,WHOLE,0.52
2022,Peak Biomass,2022-09-21,T6,R2,S3,Aster pilosus Willd.,WHOLE,22.38
2022,Peak Biomass,2022-09-21,T6,R2,S2,UnSorted,WHOLE,29.67
2022,Peak Biomass,2022-09-21,T6,R2,S2,Aster pilosus Willd.,WHOLE,32.28
2022,Peak Biomass,2022-09-21,T6,R2,S2,Trifolium pratense L.,WHOLE,0.37
2022,Peak Biomass,2022-09-21,T6,R2,S2,Taraxacum officinale Weber in,WHOLE,0.07
2022,Peak Biomass,2022-09-21,T6,R2,S2,Panicum virgatum L.,WHOLE,957.7900000000001
2022,Peak Biomass,2022-09-21,T6,R2,S2,Conyza canadensis (L.) Cronq.,WHOLE,0.94
2022,Peak Biomass,2022-09-21,T6,R2,S2,Aster sagittifolius,WHOLE,1.16
2022,Peak Biomass,2022-09-21,T6,R3,S5,Veronica persica Poir.,WHOLE,0.04
2022,Peak Biomass,2022-09-21,T6,R3,S5,UnSorted,WHOLE,41.11
2022,Peak Biomass,2022-09-21,T6,R3,S5,Unknown dicot (*),WHOLE,1.72
2022,Peak Biomass,2022-09-21,T6,R3,S5,unknown Asteraceae,WHOLE,0.1
2022,Peak Biomass,2022-09-21,T6,R3,S5,Silene alba (Mill.) E.H.L.Krause,WHOLE,19.87
2022,Peak Biomass,2022-09-21,T6,R3,S5,Ranunculus abortivus L.,WHOLE,0.02
2022,Peak Biomass,2022-09-21,T6,R3,S5,Panicum virgatum L.,WHOLE,1354.51
2022,Peak Biomass,2022-09-21,T6,R3,S5,Erigeron annuus (L.) Pers.,WHOLE,0.04
2022,Peak Biomass,2022-09-21,T6,R3,S5,Cirsium arvense (L.) Scop.,WHOLE,29.8
2022,Peak Biomass,2022-09-21,T6,R3,S4,Veronica sp.,WHOLE,0.08
2022,Peak Biomass,2022-09-21,T6,R3,S4,UnSorted,WHOLE,93.78
2022,Peak Biomass,2022-09-21,T6,R3,S4,Unknown dicot (*),WHOLE,8.07
2022,Peak Biomass,2022-09-21,T6,R3,S4,Solidago canadensis L.,WHOLE,16.43
2022,Peak Biomass,2022-09-21,T6,R3,S4,Rumex crispus L.,WHOLE,0.13
2022,Peak Biomass,2022-09-21,T6,R3,S4,Ranunculus abortivus L.,WHOLE,0.13
2022,Peak Biomass,2022-09-21,T6,R3,S4,Panicum virgatum L.,WHOLE,1158.95
2022,Peak Biomass,2022-09-21,T6,R3,S4,Muhlenbergia schreberi J.F.Gmel.,WHOLE,2.46
2022,Peak Biomass,2022-09-21,T6,R3,S4,Juncus tenuis Willd.,WHOLE,18.51
2022,Peak Biomass,2022-09-21,T6,R3,S4,Erigeron annuus (L.) Pers.,WHOLE,0.5
2022,Peak Biomass,2022-09-21,T6,R3,S4,Conyza canadensis (L.) Cronq.,WHOLE,0.93
2022,Peak Biomass,2022-09-21,T6,R3,S4,Bromus sp. (*),WHOLE,0.16
2022,Peak Biomass,2022-09-21,T6,R3,S3,Veronica persica Poir.,WHOLE,0.04
2022,Peak Biomass,2022-09-21,T6,R3,S3,UnSorted,WHOLE,29.66
2022,Peak Biomass,2022-09-21,T6,R3,S3,Unknown dicot (*),WHOLE,1.45
2022,Peak Biomass,2022-09-21,T6,R3,S3,Panicum virgatum L.,WHOLE,1359.73
2022,Peak Biomass,2022-09-21,T6,R3,S3,Erigeron annuus (L.) Pers.,WHOLE,1.32
2022,Peak Biomass,2022-09-21,T6,R3,S3,Conyza canadensis (L.) Cronq.,WHOLE,10.76
2022,Peak Biomass,2022-09-21,T6,R3,S3,Cirsium arvense (L.) Scop.,WHOLE,44.73
2022,Peak Biomass,2022-09-21,T6,R3,S2,UnSorted,WHOLE,27.04
2022,Peak Biomass,2022-09-21,T6,R3,S2,Unknown dicot (*),WHOLE,0.17
2022,Peak Biomass,2022-09-21,T6,R3,S2,Panicum virgatum L.,WHOLE,1354.56
2022,Peak Biomass,2022-09-21,T6,R3,S2,Erigeron annuus (L.) Pers.,WHOLE,16.23
2022,Peak Biomass,2022-09-21,T6,R3,S1,Veronica persica Poir.,WHOLE,0.01
2022,Peak Biomass,2022-09-21,T6,R3,S1,UnSorted,WHOLE,27.84
2022,Peak Biomass,2022-09-21,T6,R3,S1,Phleum pratense L.,WHOLE,0.1
2022,Peak Biomass,2022-09-21,T6,R3,S1,Panicum virgatum L.,WHOLE,1542.2800000000002
2022,Peak Biomass,2022-09-21,T6,R3,S1,Aster pilosus Willd.,WHOLE,0.94
2022,Peak Biomass,2022-09-21,T6,R2,S5,UnSorted,WHOLE,22.36
2022,Peak Biomass,2022-09-21,T6,R2,S5,Trifolium pratense L.,WHOLE,2.57
2022,Peak Biomass,2022-09-21,T6,R2,S5,Taraxacum officinale Weber in,WHOLE,0.07
2022,Peak Biomass,2022-09-21,T6,R2,S5,Panicum virgatum L.,WHOLE,1011.8100000000001
2022,Peak Biomass,2022-09-21,T6,R2,S5,Aster pilosus Willd.,WHOLE,0.24
2022,Peak Biomass,2022-09-21,T6,R2,S4,Veronica sp.,WHOLE,0.34
2022,Peak Biomass,2022-09-21,T6,R2,S4,UnSorted,WHOLE,47.04
2022,Peak Biomass,2022-09-21,T6,R2,S4,Unknown dicot (*),WHOLE,1.86
2022,Peak Biomass,2022-09-21,T6,R2,S4,Trifolium pratense L.,WHOLE,0.04
2022,Peak Biomass,2022-09-21,T6,R2,S4,Taraxacum officinale Weber in,WHOLE,0.01
2022,Peak Biomass,2022-09-21,T6,R2,S4,Ranunculus abortivus L.,WHOLE,0.03
2022,Peak Biomass,2022-09-21,T6,R2,S4,Potentilla norvegica L.,WHOLE,54.05
2022,Peak Biomass,2022-08-23,T7,R6,S5,Oxalis stricta L.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S5,Poa pratensis L.,WHOLE,131.45
2022,Peak Biomass,2022-08-23,T7,R6,S5,Rubus allegheniensis T.C. Porter (*),WHOLE,89.04
2022,Peak Biomass,2022-08-23,T7,R6,S5,Setaria faberi Herrm.,WHOLE,0.2
2022,Peak Biomass,2022-08-23,T7,R6,S5,Solidago canadensis L.,WHOLE,64.09
2022,Peak Biomass,2022-08-23,T7,R6,S5,Trifolium hybridum L. (*),WHOLE,0.17
2022,Peak Biomass,2022-08-23,T7,R6,S5,Trifolium pratense L.,WHOLE,51.18
2022,Peak Biomass,2022-08-23,T7,R6,S5,UnSorted,WHOLE,42.82
2022,Peak Biomass,2022-08-23,T7,R6,S3,Hieracium sp. (*),WHOLE,17.68
2022,Peak Biomass,2022-08-23,T7,R5,S2,Taraxacum officinale Weber in,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R5,S2,Trifolium pratense L.,WHOLE,17.75
2022,Peak Biomass,2022-08-23,T7,R5,S2,UnSorted,WHOLE,15.68
2022,Peak Biomass,2022-08-23,T7,R5,S3,Achillea millefolium L.,WHOLE,6.6
2022,Peak Biomass,2022-08-23,T7,R5,S3,Asclepias syriaca L.,WHOLE,1.18
2022,Peak Biomass,2022-08-23,T7,R5,S3,Aster pilosus Willd.,WHOLE,35.25
2022,Peak Biomass,2022-08-23,T7,R5,S3,Aster sagittifolius,WHOLE,240.61
2022,Peak Biomass,2022-08-23,T7,R5,S3,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,WHOLE,0.56
2022,Peak Biomass,2022-08-23,T7,R5,S3,Elymus repens (L.) Gould,WHOLE,17.15
2022,Peak Biomass,2022-08-23,T7,R5,S3,Festuca rubra L.,WHOLE,9.94
2022,Peak Biomass,2022-08-23,T7,R5,S3,Hypericum perforatum L.,WHOLE,2.62
2022,Peak Biomass,2022-08-23,T7,R5,S3,Oxalis stricta L.,WHOLE,0.28
2022,Peak Biomass,2022-08-23,T7,R5,S3,Poa pratensis L.,WHOLE,4.15
2022,Peak Biomass,2022-08-23,T7,R5,S3,Polygonatum biflorum (Walt.) Ell.,WHOLE,0.26
2022,Peak Biomass,2022-08-23,T7,R5,S3,Rubus allegheniensis T.C. Porter (*),WHOLE,3.17
2022,Peak Biomass,2022-08-23,T7,R5,S3,Solidago canadensis L.,WHOLE,35.63
2022,Peak Biomass,2022-08-23,T7,R5,S3,Trifolium pratense L.,WHOLE,13.03
2022,Peak Biomass,2022-08-23,T7,R5,S3,UnSorted,WHOLE,10.85
2022,Peak Biomass,2022-08-23,T7,R5,S4,Apocynum cannabinum L.,WHOLE,44.46
2022,Peak Biomass,2022-08-23,T7,R5,S4,Asclepias syriaca L.,WHOLE,7.81
2022,Peak Biomass,2022-08-23,T7,R5,S4,Aster pilosus Willd.,WHOLE,0.02
2022,Peak Biomass,2022-08-23,T7,R5,S4,Aster sagittifolius,WHOLE,39.62
2022,Peak Biomass,2022-08-23,T7,R5,S4,Celastrus orbiculatus Thunb.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R5,S4,Euthamia graminifolia (L.) Nutt.,WHOLE,13.99
2022,Peak Biomass,2022-08-23,T7,R5,S4,Hypericum perforatum L.,WHOLE,0.07
2022,Peak Biomass,2022-08-23,T7,R5,S4,Oxalis stricta L.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R5,S4,Phleum pratense L.,WHOLE,37.81
2022,Peak Biomass,2022-08-23,T7,R5,S4,Poa pratensis L.,WHOLE,60.13
2022,Peak Biomass,2022-08-23,T7,R5,S4,Robinia pseudoacacia L.,WHOLE,34.1
2022,Peak Biomass,2022-08-23,T7,R5,S4,Rubus allegheniensis T.C. Porter (*),WHOLE,127.92
2022,Peak Biomass,2022-08-23,T7,R5,S4,Solidago canadensis L.,WHOLE,179.39
2022,Peak Biomass,2022-08-23,T7,R5,S4,Trifolium pratense L.,WHOLE,3.37
2022,Peak Biomass,2022-08-23,T7,R5,S4,Unknown dicot (*),WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R5,S4,UnSorted,WHOLE,35.58
2022,Peak Biomass,2022-08-23,T7,R5,S5,Apocynum cannabinum L.,WHOLE,1.88
2022,Peak Biomass,2022-08-23,T7,R5,S5,Asclepias syriaca L.,WHOLE,3.09
2022,Peak Biomass,2022-08-23,T7,R5,S5,Aster pilosus Willd.,WHOLE,2.11
2022,Peak Biomass,2022-08-23,T7,R5,S5,Aster sagittifolius,WHOLE,0.77
2022,Peak Biomass,2022-08-23,T7,R5,S5,Bromus inermis Leyss.,WHOLE,129.61
2022,Peak Biomass,2022-08-23,T7,R5,S5,Elymus repens (L.) Gould,WHOLE,9.65
2022,Peak Biomass,2022-08-23,T7,R5,S5,Euthamia graminifolia (L.) Nutt.,WHOLE,59.87
2022,Peak Biomass,2022-08-23,T7,R5,S5,Phleum pratense L.,WHOLE,1.65
2022,Peak Biomass,2022-08-23,T7,R5,S5,Poa pratensis L.,WHOLE,12.4
2022,Peak Biomass,2022-08-23,T7,R5,S5,Rubus allegheniensis T.C. Porter (*),WHOLE,159.35
2022,Peak Biomass,2022-08-23,T7,R5,S5,Solidago canadensis L.,WHOLE,220
2022,Peak Biomass,2022-08-23,T7,R5,S5,Trifolium pratense L.,WHOLE,44.07
2022,Peak Biomass,2022-08-23,T7,R5,S5,UnSorted,WHOLE,17.97
2022,Peak Biomass,2022-08-23,T7,R6,S1,Achillea millefolium L.,WHOLE,0.9
2022,Peak Biomass,2022-08-23,T7,R6,S1,Aster pilosus Willd.,WHOLE,2.27
2022,Peak Biomass,2022-08-23,T7,R6,S1,Aster sagittifolius,WHOLE,6.43
2022,Peak Biomass,2022-08-23,T7,R6,S1,Celastrus orbiculatus Thunb.,WHOLE,77.48
2022,Peak Biomass,2022-08-23,T7,R6,S1,Elymus repens (L.) Gould,WHOLE,98.5
2022,Peak Biomass,2022-08-23,T7,R6,S1,Erigeron annuus (L.) Pers.,WHOLE,0.83
2022,Peak Biomass,2022-08-23,T7,R6,S1,Hypericum perforatum L.,WHOLE,9.08
2022,Peak Biomass,2022-08-23,T7,R6,S1,Monarda sp.,WHOLE,0.07
2022,Peak Biomass,2022-08-23,T7,R6,S1,Poa pratensis L.,WHOLE,86.81
2022,Peak Biomass,2022-08-23,T7,R6,S1,Potentilla recta L.,WHOLE,0.15
2022,Peak Biomass,2022-08-23,T7,R6,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,97.86
2022,Peak Biomass,2022-08-23,T7,R6,S1,Setaria faberi Herrm.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S1,Trifolium pratense L.,WHOLE,14.19
2022,Peak Biomass,2022-08-23,T7,R6,S1,UnSorted,WHOLE,31.66
2022,Peak Biomass,2022-08-23,T7,R6,S2,Apocynum cannabinum L.,WHOLE,143.92
2022,Peak Biomass,2022-08-23,T7,R6,S2,Aster pilosus Willd.,WHOLE,38.04
2022,Peak Biomass,2022-08-23,T7,R6,S2,Celastrus orbiculatus Thunb.,WHOLE,166.84
2022,Peak Biomass,2022-08-23,T7,R6,S2,Daucus carota L.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S2,Elymus repens (L.) Gould,WHOLE,57.6
2022,Peak Biomass,2022-08-23,T7,R6,S2,Erigeron annuus (L.) Pers.,WHOLE,1.67
2022,Peak Biomass,2022-08-23,T7,R6,S2,Hypericum perforatum L.,WHOLE,0.03
2022,Peak Biomass,2022-08-23,T7,R6,S2,Poa pratensis L.,WHOLE,12.16
2022,Peak Biomass,2022-08-23,T7,R6,S2,Solidago canadensis L.,WHOLE,239.05
2022,Peak Biomass,2022-08-23,T7,R6,S2,Taraxacum officinale Weber in,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S2,Trifolium pratense L.,WHOLE,28.25
2022,Peak Biomass,2022-08-23,T7,R6,S2,Unknown dicot (*),WHOLE,0.06
2022,Peak Biomass,2022-08-23,T7,R6,S2,UnSorted,WHOLE,30.27
2022,Peak Biomass,2022-08-23,T7,R6,S3,Achillea millefolium L.,WHOLE,106.56
2022,Peak Biomass,2022-08-23,T7,R6,S3,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,27.02
2022,Peak Biomass,2022-08-23,T7,R6,S3,Asplenium platyneuron (L.) Oakes (*),WHOLE,0.08
2022,Peak Biomass,2022-08-23,T7,R6,S3,Aster pilosus Willd.,WHOLE,37.78
2022,Peak Biomass,2022-08-23,T7,R6,S3,Centaurea stoebe L. ssp. micranthos (Gugler) Hayek,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S3,Dactylis glomerata L.,WHOLE,4.37
2022,Peak Biomass,2022-08-23,T7,R6,S3,Elymus repens (L.) Gould,WHOLE,10.34
2022,Peak Biomass,2022-08-23,T7,R6,S3,Erigeron annuus (L.) Pers.,WHOLE,0.87
2022,Peak Biomass,2022-08-23,T7,R6,S3,Hypericum perforatum L.,WHOLE,2.39
2022,Peak Biomass,2022-08-23,T7,R6,S3,Oxalis stricta L.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S3,Panicum dichotomiflorum Michx.,WHOLE,1.56
2022,Peak Biomass,2022-08-23,T7,R6,S3,Poa compressa L.,WHOLE,0.65
2022,Peak Biomass,2022-08-23,T7,R6,S3,Poa pratensis L.,WHOLE,39.08
2022,Peak Biomass,2022-08-23,T7,R6,S3,Potentilla recta L.,WHOLE,1.09
2022,Peak Biomass,2022-08-23,T7,R6,S3,Setaria faberi Herrm.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S3,Solidago canadensis L.,WHOLE,72.22
2022,Peak Biomass,2022-08-23,T7,R6,S3,Taraxacum officinale Weber in,WHOLE,0.07
2022,Peak Biomass,2022-08-23,T7,R6,S3,Trifolium pratense L.,WHOLE,31.05
2022,Peak Biomass,2022-08-23,T7,R6,S3,UnSorted,WHOLE,35.92
2022,Peak Biomass,2022-08-23,T7,R6,S4,Achillea millefolium L.,WHOLE,0.66
2022,Peak Biomass,2022-08-23,T7,R6,S4,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,81.77
2022,Peak Biomass,2022-08-23,T7,R6,S4,Asclepias syriaca L.,WHOLE,1.27
2022,Peak Biomass,2022-08-23,T7,R6,S4,Aster sagittifolius,WHOLE,0.2
2022,Peak Biomass,2022-08-23,T7,R6,S4,Celastrus orbiculatus Thunb.,WHOLE,131.39
2022,Peak Biomass,2022-08-23,T7,R6,S4,Daucus carota L.,WHOLE,0.03
2022,Peak Biomass,2022-08-23,T7,R6,S4,Elymus repens (L.) Gould,WHOLE,6.42
2022,Peak Biomass,2022-08-23,T7,R6,S4,Hypericum perforatum L.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S4,Juncus tenuis Willd.,WHOLE,2.33
2022,Peak Biomass,2022-08-23,T7,R6,S4,Poa pratensis L.,WHOLE,21.28
2022,Peak Biomass,2022-08-23,T7,R6,S4,Potentilla recta L.,WHOLE,2.7
2022,Peak Biomass,2022-08-23,T7,R6,S4,Rhus typhina L.,WHOLE,3.7
2022,Peak Biomass,2022-08-23,T7,R6,S4,Rubus allegheniensis T.C. Porter (*),WHOLE,58.3
2022,Peak Biomass,2022-08-23,T7,R6,S4,Setaria faberi Herrm.,WHOLE,0.13
2022,Peak Biomass,2022-08-23,T7,R6,S4,Solidago canadensis L.,WHOLE,136.01
2022,Peak Biomass,2022-08-23,T7,R6,S4,Trifolium pratense L.,WHOLE,52.48
2022,Peak Biomass,2022-08-23,T7,R6,S4,UnSorted,WHOLE,25.54
2022,Peak Biomass,2022-08-23,T7,R6,S5,Achillea millefolium L.,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R6,S5,Asclepias syriaca L.,WHOLE,20.68
2022,Peak Biomass,2022-08-23,T7,R6,S5,Aster pilosus Willd.,WHOLE,54.21
2022,Peak Biomass,2022-08-23,T7,R6,S5,Elymus repens (L.) Gould,WHOLE,5.93
2022,Peak Biomass,2022-08-23,T7,R6,S5,Erigeron annuus (L.) Pers.,WHOLE,16.1
2022,Peak Biomass,2022-08-23,T7,R6,S5,Euthamia graminifolia (L.) Nutt.,WHOLE,25.96
2022,Peak Biomass,2022-08-23,T7,R6,S5,Hieracium sp. (*),WHOLE,0.13
2022,Peak Biomass,2022-08-23,T7,R6,S5,Hypericum perforatum L.,WHOLE,0.13
2022,Peak Biomass,2022-08-23,T7,R6,S5,Malus spp. (*),WHOLE,5.35
2022,Peak Biomass,2022-08-23,T7,R5,S1,Apocynum cannabinum L.,WHOLE,53.74
2022,Peak Biomass,2022-08-23,T7,R5,S1,Aster sagittifolius,WHOLE,300.79
2022,Peak Biomass,2022-08-23,T7,R5,S1,Hypericum perforatum L.,WHOLE,0.56
2022,Peak Biomass,2022-08-23,T7,R5,S1,Phleum pratense L.,WHOLE,44.46
2022,Peak Biomass,2022-08-23,T7,R5,S1,Poa compressa L.,WHOLE,6.68
2022,Peak Biomass,2022-08-23,T7,R5,S1,Poa pratensis L.,WHOLE,21.37
2022,Peak Biomass,2022-08-23,T7,R5,S1,Rubus allegheniensis T.C. Porter (*),WHOLE,24.42
2022,Peak Biomass,2022-08-23,T7,R5,S1,Solidago canadensis L.,WHOLE,20.22
2022,Peak Biomass,2022-08-23,T7,R5,S1,Taraxacum officinale Weber in,WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R5,S1,Trifolium pratense L.,WHOLE,3.17
2022,Peak Biomass,2022-08-23,T7,R5,S1,UnSorted,WHOLE,9.97
2022,Peak Biomass,2022-08-23,T7,R5,S2,Apocynum cannabinum L.,WHOLE,5.23
2022,Peak Biomass,2022-08-23,T7,R5,S2,Aster sagittifolius,WHOLE,211.52
2022,Peak Biomass,2022-08-23,T7,R5,S2,Dactylis glomerata L.,WHOLE,6.45
2022,Peak Biomass,2022-08-23,T7,R5,S2,Elymus repens (L.) Gould,WHOLE,105.28
2022,Peak Biomass,2022-08-23,T7,R5,S2,Erigeron annuus (L.) Pers.,WHOLE,0.09
2022,Peak Biomass,2022-08-23,T7,R5,S2,Hypericum perforatum L.,WHOLE,1.97
2022,Peak Biomass,2022-08-23,T7,R5,S2,Poa compressa L.,WHOLE,3.67
2022,Peak Biomass,2022-08-23,T7,R5,S2,Poa pratensis L.,WHOLE,30.72
2022,Peak Biomass,2022-08-23,T7,R5,S2,Rubus allegheniensis T.C. Porter (*),WHOLE,46.13
2022,Peak Biomass,2022-08-23,T7,R5,S2,Setaria sp. (*),WHOLE,0.01
2022,Peak Biomass,2022-08-23,T7,R5,S2,Solidago canadensis L.,WHOLE,76.02
2022,Peak Biomass,2022-08-22,T7,R4,S2,Phleum pratense L.,WHOLE,139.76
2022,Peak Biomass,2022-08-22,T7,R4,S2,Poa compressa L.,WHOLE,16.23
2022,Peak Biomass,2022-08-22,T7,R4,S2,Silene alba (Mill.) E.H.L.Krause,WHOLE,0.25
2022,Peak Biomass,2022-08-22,T7,R4,S2,Solidago canadensis L.,WHOLE,266.06
2022,Peak Biomass,2022-08-22,T7,R4,S2,Trifolium pratense L.,WHOLE,34.65
2022,Peak Biomass,2022-08-22,T7,R4,S2,UnSorted,WHOLE,49.64
2022,Peak Biomass,2022-08-22,T7,R4,S3,Aster sagittifolius,WHOLE,191.5
2022,Peak Biomass,2022-08-22,T7,R4,S3,Celastrus orbiculatus Thunb.,WHOLE,207.53
2022,Peak Biomass,2022-08-22,T7,R4,S3,Euthamia graminifolia (L.) Nutt.,WHOLE,15.24
2022,Peak Biomass,2022-08-22,T7,R4,S3,Poa compressa L.,WHOLE,49.52
2022,Peak Biomass,2022-08-22,T7,R4,S3,Poa pratensis L.,WHOLE,0.92
2022,Peak Biomass,2022-08-22,T7,R4,S3,Rubus allegheniensis T.C. Porter (*),WHOLE,238.48
2022,Peak Biomass,2022-08-22,T7,R4,S3,Solidago canadensis L.,WHOLE,48.96
2022,Peak Biomass,2022-08-22,T7,R4,S3,Trifolium pratense L.,WHOLE,80.89
2022,Peak Biomass,2022-08-22,T7,R4,S3,UnSorted,WHOLE,29.99
2022,Peak Biomass,2022-08-22,T7,R4,S4,Aster sagittifolius,WHOLE,0.06
2022,Peak Biomass,2022-08-22,T7,R4,S4,Bromus inermis Leyss.,WHOLE,7.5
2022,Peak Biomass,2022-08-22,T7,R4,S4,Phleum pratense L.,WHOLE,4.04
2022,Peak Biomass,2022-08-22,T7,R4,S4,Poa compressa L.,WHOLE,3.13
2022,Peak Biomass,2022-08-22,T7,R4,S4,Poa pratensis L.,WHOLE,4.79
2022,Peak Biomass,2022-08-22,T7,R4,S4,Solidago canadensis L.,WHOLE,347.91
2022,Peak Biomass,2022-08-22,T7,R4,S4,Trifolium pratense L.,WHOLE,10.01
2022,Peak Biomass,2022-08-22,T7,R4,S4,unknown Sedge,WHOLE,118.75
2022,Peak Biomass,2022-08-22,T7,R4,S4,UnSorted,WHOLE,18.8
2022,Peak Biomass,2022-08-22,T7,R4,S5,Apocynum cannabinum L.,WHOLE,1.74
2022,Peak Biomass,2022-08-22,T7,R4,S5,Asclepias syriaca L.,WHOLE,7.6
2022,Peak Biomass,2022-08-22,T7,R4,S5,Aster sagittifolius,WHOLE,266.57
2022,Peak Biomass,2022-08-22,T7,R4,S5,Daucus carota L.,WHOLE,3.35
2022,Peak Biomass,2022-08-22,T7,R4,S5,Erigeron annuus (L.) Pers.,WHOLE,3.67
2022,Peak Biomass,2022-08-22,T7,R4,S5,Euthamia graminifolia (L.) Nutt.,WHOLE,1.6
2022,Peak Biomass,2022-08-22,T7,R4,S5,Hypericum perforatum L.,WHOLE,0.02
2022,Peak Biomass,2022-08-22,T7,R4,S5,Oxalis stricta L.,WHOLE,0.11
2022,Peak Biomass,2022-08-22,T7,R4,S5,Phleum pratense L.,WHOLE,3.15
2022,Peak Biomass,2022-08-22,T7,R4,S5,Poa compressa L.,WHOLE,110.46
2022,Peak Biomass,2022-08-22,T7,R4,S5,Poa pratensis L.,WHOLE,20.12
2022,Peak Biomass,2022-08-22,T7,R4,S5,Rumex crispus L.,WHOLE,151.44
2022,Peak Biomass,2022-08-22,T7,R4,S5,Silene alba (Mill.) E.H.L.Krause,WHOLE,30.99
2022,Peak Biomass,2022-08-22,T7,R4,S5,Solidago canadensis L.,WHOLE,55.11
2022,Peak Biomass,2022-08-22,T7,R4,S5,Trifolium pratense L.,WHOLE,13.41
2022,Peak Biomass,2022-08-22,T7,R4,S5,UnSorted,WHOLE,27.44
2022,Peak Biomass,2022-08-22,T7,R4,S1,Apocynum cannabinum L.,WHOLE,0.85
2022,Peak Biomass,2022-08-22,T7,R4,S1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,WHOLE,0.25
